bill_id,item_name,quantity,price
1410,Lẩu Ếch Chanh Ớt,1,139.000
1411,Beck's,3,14.000
1411,Gà Nia,1,159.000
1411,Cơm Rang Cá Mặn,1,59.000
1411,Lẫu Thái,1,129.000
1411,Nước Ngọt.Suối,3,10.000
1411,Bún thêm,1,5.000
1411,Ốc Bưu Quay Lu,1,49.000
1411,Mực Pattaya,1,69.000
1411,.Mì thêm,3,5.000
1411,.Rau Thêm Lẫu,1,15.000
1412,Sài Gòn special,2,14.500
1412,Beck's,1,14.000
1412,Mực Chiên Giòn,1,69.000
1412,Lẫu Nướng Pallet,1,189.000
1413,Beck's,2,14.000
1413,Nước Ngọt.Suối,2,10.000
1413,.Mì thêm,2,5.000
1413,Mực Pattaya,1,69.000
1413,Lẫu Nướng Pallet,1,189.000
1414,Lẫu Gà Chanh Ớt,1,139.000
1414,Mực Nia Pallet,1,99.000
1414,Beck's,6,14.000
1415,Sài Gòn special,2,14.500
1415,Nước Ngọt.Suối,3,10.000
1415,Mực Chiên Giòn,1,69.000
1415,Óc Tủy Hấp Gừng,1,69.000
1415,Mì Thập Cẫm,1,89.000
1416,Nước Ngọt.Suối,1,10.000
1416,.Mì thêm,4,5.000
1416,Lẫu Nướng Pallet,1,189.000
1416,Mực Pattaya,1,69.000
1416,Tiger Nâu,7,14.000
1417,Cà Nướng Mỡ Hành,1,29.000
1417,Nước Ngọt.Suối,4,10.000
1417,Cơm Rang Hãi Sãn,1,79.000
1417,Tôm cháy tỏi,1,69.000
1417,Mực Nia Pallet,1,99.000
1418,Nước Ngọt.Suối,1,10.000
1419,Chặng Dừng Nướng Sate,1,69.000
1419,Éch Chiên Nươc Mắm,1,79.000
1419,Gỏi Sứa,1,59.000
1419,Nước Ngọt.Suối,2,10.000
1419,Cơm Rang Cá Mặn,1,59.000
1420,Cơm Rang Hãi Sãn,1,79.000
1420,Gõi Nia thêm,1,10.000
1420,Nước Ngọt.Suối,3,10.000
1420,Ếch Nướng Muối Ớt,1,79.000
1420,Mực Pattaya,1,69.000
1420,Bao Tử Cá Chiên Giòn,1,49.000
1421,Tiger Bạc,1,15.500
1421,Tiger Nâu,1,14.000
1421,Cơm Rang Cá Mặn,1,59.000
1421,Mực Pattaya,1,69.000
1421,Cá Đuối Nướng Bắp Chuối,1,79.000
1422,Nước Ngọt.Suối,4,10.000
1422,Cơm Rang Cá Mặn,1,59.000
1422,Lẫu Nướng Pallet,1,189.000
1423,Nước Ngọt.Suối,1,10.000
1423,Bò Lúc Lắc Khoai Tây,1,89.000
1423,Khoai Tây Chiên,1,29.000
1423,Éch Chiên Nươc Mắm,1,79.000
1423,Mì Hải Sãn,1,89.000
1423,Beck's,22,14.000
1423,Tôm nướng muối ớt,1,69.000
1423,Mực Pattaya,1,69.000
1424,Mì Xào Bò,1,89.000
1424,Lẫu Gà Chanh Ớt,1,139.000
1424,Nước Ngọt.Suối,2,10.000
1425,Tiger Nâu,3,14.000
1425,Mực Pattaya,1,69.000
1425,Beck's,7,14.000
1426,Tiger Nâu,13,14.000
1426,Mực Pattaya,1,69.000
1426,Beck's,2,14.000
1426,Thuốc 555,1,30.000
1426,Bao Tử Cá Chiên Nước Mắm,1,49.000
1427,Nước Ngọt.Suối,2,10.000
1427,.Tàu Hủ Sã Ớt,1,39.000
1427,Khoai Tây Chiên,1,29.000
1427,Dồi Trường Xào Dưa Cãi,1,89.000
1427,Tiger Bạc,26,15.500
1427,Mực Pattaya,1,69.000
1427,Cơm Rang Hãi Sãn,1,79.000
1427,Ếch Chiên Bơ,1,79.000
1427,Mực Rang Tiêu,1,69.000
1427,Sườn Nướng Pallet,1,99.000
1427,Bao Tử Cá Chiên Giòn,1,49.000
1428,Budweiser,1,20.000
1428,Nước Ngọt.Suối,2,10.000
1428,Beck's,2,14.000
1428,Mực Nia Pallet,1,99.000
1428,Gỏi Sứa,1,59.000
1428,Mực Pattaya,1,69.000
1428,Lẫu Thái,1,129.000
1429,Gỏi Sứa,1,59.000
1429,Mực Pattaya,1,69.000
1429,Bò cuộn phô mai kim châm,1,89.000
1430,Lẫu Mẽ Cá Đuối,1,139.000
1430,Cật Nướng Tiêu,1,69.000
1430,Sài Gòn special,35,14.500
1430,Tủy Heo Chiên Xù,1,59.000
1430,Bò Lúc Lắc Khoai Tây,1,89.000
1430,Nước Ngọt.Suối,1,10.000
1431,Mực Chiên Giòn,2,69.000
1431,Tiger Nâu,11,14.000
1431,Nước Ngọt.Suối,7,10.000
1431,Mì Hải Sãn,2,89.000
1431,Lẫu Nướng Pallet,2,189.000
1432,Beck's,3,14.000
1432,Cơm Rang Hãi Sãn,1,79.000
1432,Mực Pattaya,1,69.000
1433,Mực Pattaya,1,69.000
1433,Nước Ngọt.Suối,2,10.000
1433,Mực Chiên Giòn,1,69.000
1434,Ốc Bưu Quay Lu,1,49.000
1434,Mực Pattaya,1,69.000
1434,Nước Ngọt.Suối,1,10.000
1434,Óc Tủy Hấp Gừng,1,69.000
1434,Tiger Nâu,1,14.000
1435,Salad Nga,1,39.000
1435,Cơm Rang Cá Mặn,1,59.000
1435,Cật Xào Chua Ngọt,1,69.000
1435,Nước Ngọt.Suối,2,10.000
1435,Mực Pattaya,1,69.000
1435,Gỏi Sứa,1,59.000
1436,Tiger Nâu,16,14.000
1436,Nước Ngọt.Suối,2,10.000
1436,Thuốc mèo (lớn),1,25.000
1436,Bò Lúc Lắc Khoai Tây,1,89.000
1436,Lẫu Nướng Pallet,1,189.000
1436,Trứng Xào Dưa Cãi,1,49.000
1436,Mực Pattaya,2,69.000
1436,Ba Rọi Nướng Giềng,1,79.000
1436,Cơm Rang Cá Mặn,1,59.000
1437,Mực Pattaya,1,69.000
1437,Bánh Chè Nướng Chao,1,69.000
1437,Sài Gòn special,16,14.500
1437,Mực Chiên Giòn,1,69.000
1437,Bò cuộn phô mai kim châm,1,89.000
1438,Nước Ngọt.Suối,1,10.000
1438,Lẫu Khô,1,139.000
1439,Beck's,5,14.000
1440,Cơm Rang Hãi Sãn,1,79.000
1440,Nước Ngọt.Suối,3,10.000
1440,Bánh Chè Chiên Nước Mắm Shock,1,39.000
1440,Mì Hải Sãn,1,89.000
1440,Bao Tử Cá Chiên Nước Mắm,1,49.000
1441,Phụ Thu,1,59.000
1441,Rau Luộc Thập Cẩm,1,39.000
1441,Sai Gòn Đỏ,19,11.000
1441,Nước Ngọt.Suối,1,10.000
1441,Cơm Rang Cá Mặn,2,59.000
1442,Nước Ngọt.Suối,1,10.000
1442,Tiger Nâu,2,14.000
1442,Bò cuộn phô mai kim châm,1,89.000
1442,Mực Pattaya,1,69.000
1442,Cơm Rang Hãi Sãn,1,79.000
1443,Cơm Rang Tỏi,1,49.000
1443,Nước Ngọt.Suối,4,10.000
1443,Cơm Trắng,1,10.000
1443,Gà Nia,1,159.000
1443,Gõi Đu Đũ 3 Khía Bò,1,99.000
1444,Cơm Rang Cá Mặn,1,59.000
1444,Mực Pattaya,1,69.000
1444,.Ốc Nướng Tiêu,1,39.000
1444,Nước Ngọt.Suối,1,10.000
1445,Nước Ngọt.Suối,2,10.000
1445,Ếch Xào Lăn,1,89.000
1445,Mực Pattaya,1,69.000
1445,Cơm Rang Tỏi,1,49.000
1446,Đậu Phộng,1,10.000
1446,Larue,6,10.500
1446,Cà Nướng Mỡ Hành,1,29.000
1446,Bao Tử Cá Chiên Giòn,1,49.000
1447,Ba Rọi Nướng Giềng,1,79.000
1447,Tủy Heo Chiên Xù,1,79.000
1447,Bò Lúc Lắc Khoai Tây,1,89.000
1447,Budweiser,10,20.000
1447,Beck's,12,14.000
1447,Mực Rang Tiêu,1,69.000
1447,Chặng Dừng Chiên Nước Mắm,1,69.000
1447,Tiger Nâu,11,14.000
1447,Mực Hấp Gừng,1,69.000
1448,Nước Ngọt.Suối,4,10.000
1448,.Sụn Gà Chiên Nước Mắm,1,59.000
1448,Mực Pattaya,2,69.000
1448,Cơm Rang Hãi Sãn,1,79.000
1448,Gà Nia,1,159.000
1449,Nước Ngọt.Suối,1,10.000
1449,Cá Trứng Chiên Dòn,1,49.000
1449,Cơm Rang Cá Mặn,1,59.000
1449,Mực Pattaya,1,69.000
1449,Cơm Rang Hãi Sãn,1,79.000
1449,Sài Gòn special,5,14.500
1449,Lẫu Gà Chanh Ớt,1,139.000
1450,Lẫu Khô,1,139.000
1450,.Sụn Gà Cháy Tỏi,1,59.000
1450,.Tàu Hủ Sã Ớt,1,39.000
1450,Sườn Nướng Pallet,1,99.000
1450,Chặng Dừng Chiên Nước Mắm,1,69.000
1450,Mực Rang Tiêu,1,69.000
1450,Tiger Nâu,31,14.000
1451,Nước Ngọt.Suối,2,10.000
1451,Mực Rang Tiêu,2,69.000
1451,Cơm Rang Hãi Sãn,1,79.000
1451,Ốc Bưu Quay Lu,1,49.000
1452,Nước Ngọt.Suối,1,10.000
1452,Mực Pattaya,1,69.000
1452,Bánh Chè Chiên Nước Mắm Shock,1,39.000
1453,Gà Nia,1,159.000
1453,Mực Pattaya,2,69.000
1453,Nước Ngọt.Suối,11,10.000
1453,.Tàu Hủ Sã Ớt,1,39.000
1453,Bò Lúc Lắc Khoai Tây,1,89.000
1453,Cá Trứng Chiên Dòn,1,49.000
1453,.Sụn Gà Cháy Tỏi,1,59.000
1453,Bò cuộn phô mai kim châm,1,89.000
1453,Mì Thập Cẫm,1,89.000
1453,Sườn Nướng Sữa,1,89.000
1454,Nước Ngọt.Suối,2,10.000
1454,Mực Pattaya,1,69.000
1454,Gỏi Sứa,1,59.000
1455,Nước Ngọt.Suối,1,10.000
1455,Beck's,1,14.000
1455,Gà Nia,1,159.000
1455,Mực Pattaya,1,69.000
1455,Cơm Rang Hãi Sãn,1,79.000
1456,Éch Chiên Nươc Mắm,1,79.000
1456,Bánh Chè Chiên Nước Mắm Shock,1,39.000
1456,Tiger Nâu,15,14.000
1456,Ba Khía Thêm,1,10.000
1456,Lẫu Khô,1,139.000
1456,Gõi Đu Đũ 3 Khía Bò,1,99.000
1457,.Sụn Gà Chiên Nước Mắm,1,59.000
1457,Mực Pattaya,1,69.000
1457,Nước Ngọt.Suối,1,10.000
1457,Beck's,1,14.000
1458,Nước Ngọt.Suối,3,10.000
1458,Bò cuộn phô mai kim châm,1,89.000
1458,Mực Pattaya,1,69.000
1459,Nước Ngọt.Suối,1,10.000
1459,Mực Pattaya,1,69.000
1459,Cơm Rang Hãi Sãn,1,79.000
1459,Gà Nia,1,159.000
1459,Gỏi Sứa,1,59.000
1459,Heineken,4,18.000
1459,Óc Tủy Hấp Gừng,1,69.000
1459,Ốc Bưu Quay Lu,1,49.000
1459,Tiger Bạc,2,15.500
1460,Mực Pattaya,1,69.000
1460,Nước Ngọt.Suối,2,10.000
1460,Dồi Trường Xào Dưa Cãi,1,89.000
1460,Cơm Rang Hãi Sãn,1,79.000
1460,Beck's,1,14.000
1461,Mực Nia Pallet,1,99.000
1461,Beck's,1,14.000
1462,Cơm Rang Tỏi,1,49.000
1462,Éch Chiên Nươc Mắm,2,79.000
1462,Mực Pattaya,1,69.000
1462,Tiger Nâu,2,14.000
1462,Nước Ngọt.Suối,1,10.000
1463,Lẫu Thái,1,129.000
1463,.Sụn Gà Chiên Nước Mắm,1,59.000
1463,Bò cuộn phô mai kim châm,2,89.000
1463,Mực Pattaya,2,69.000
1463,Mì Xào Bò,1,89.000
1463,Nước Ngọt.Suối,7,10.000
1464,Nước Ngọt.Suối,3,10.000
1464,Mực Pattaya,1,69.000
1464,Ếch Chiên Bơ,1,79.000
1464,Cơm Rang Hãi Sãn,1,79.000
1465,Lẫu Bò Kampot,1,169.000
1465,Bao Tử Cá Chiên Nước Mắm,1,49.000
1465,Sụn Gà Chiên Dòn,1,59.000
1465,.Sụn Gà Cháy Tỏi,1,59.000
1465,Nước Ngọt.Suối,3,10.000
1465,Rau Luộc Thập Cẩm,1,39.000
1465,Kho Quẹt.,1,29.000
1465,Beck's,5,14.000
1465,Cơm Rang Cá Mặn,1,59.000
1465,Mực Pattaya,2,69.000
1466,Mực Pattaya,1,69.000
1466,Gỏi Sứa,1,59.000
1466,Nước Ngọt.Suối,1,10.000
1466,Lẫu Khô,1,139.000
1467,Cơm Rang Cá Mặn,1,59.000
1467,Beck's,20,14.000
1467,Lẫu Bò Kampot,1,169.000
1467,Nước Ngọt.Suối,5,10.000
1467,Khoai Tây Chiên,2,29.000
1467,Bánh Chè Chiên Nước Mắm Shock,1,39.000
1467,Cánh Gà Chiên Nước Mắm,1,75.000
1468,Gỏi Sứa,1,59.000
1468,Cà Nướng Mỡ Hành,1,29.000
1468,Bao Tử Cá Chiên Giòn,1,49.000
1468,Nước Ngọt.Suối,1,10.000
1468,Cá Trứng Chiên Dòn,1,49.000
1468,.Tàu Hủ Sã Ớt,1,39.000
1468,Tủy Heo Chiên Xù,2,59.000
1468,Mực Pattaya,1,69.000
1468,Mì Xào Giòn,1,89.000
1468,Tiger Bạc,2,15.500
1468,Tiger Nâu,34,14.000
1468,Éch Chiên Nươc Mắm,1,79.000
1468,.Sụn Gà Cháy Tỏi,1,59.000
1469,Nước Ngọt.Suối,1,10.000
1469,Mực Pattaya,1,69.000
1470,Mì Xào Chay,1,49.000
1470,Heineken,6,18.000
1470,Mực Pattaya,2,69.000
1470,Cơm Rang Hãi Sãn,1,79.000
1470,Rau Luộc Thập Cẩm,1,39.000
1470,Bún thêm,1,5.000
1470,Nước Ngọt.Suối,1,10.000
1470,.Tàu Hủ Sã Ớt,1,39.000
1470,Lẫu Gà Chanh Ớt,1,139.000
1471,Nước Ngọt.Suối,2,10.000
1471,Tiger Nâu,2,14.000
1471,Mực Pattaya,1,69.000
1471,Cơm Rang Tỏi,1,49.000
1471,Mực Chiên Giòn,1,69.000
1471,Éch Chiên Nươc Mắm,1,79.000
1472,Mì Thập Cẫm,1,89.000
1472,Sài Gòn special,3,14.500
1472,Mực Pattaya,1,69.000
1473,Tiger Nâu,7,14.000
1473,Ốc Bưu Quay Lu,1,49.000
1473,Gà Hấp Cải Xanh,1,139.000
1473,Rau Luộc Thập Cẩm,1,39.000
1473,Kho Quẹt.,1,29.000
1473,Mực Nia Pallet,1,99.000
1473,Beck's,5,14.000
1474,Lẫu Khô,1,139.000
1474,Cơm Rang Cá Mặn,2,59.000
1474,Nước Ngọt.Suối,8,10.000
1474,Mì Hải Sãn,2,89.000
1474,Mực Pattaya,3,69.000
1475,Cơm Rang Tỏi,1,49.000
1475,.Sụn Gà Chiên Nước Mắm,1,59.000
1475,Mì Thập Cẫm,1,89.000
1475,Beck's,17,14.000
1475,.Mì thêm,4,5.000
1475,Mực Rang Tiêu,1,69.000
1475,Lẫu Nướng Pallet,1,189.000
1476,Mực Pattaya,1,69.000
1477,Nước Ngọt.Suối,2,10.000
1477,Gõi Đu Đũ 3 Khía Hãi Sãn,1,99.000
1477,Cơm Rang Tỏi,1,49.000
1477,Mực Pattaya,1,69.000
1478,Nước Ngọt.Suối,1,10.000
1478,Mì Hải Sãn,1,89.000
1478,Óc Tủy Hấp Gừng,1,69.000
1479,Gỏi Sứa,1,59.000
1479,Ớt Chiên Giòn,1,49.000
1479,Beck's,1,14.000
1479,Mực Pattaya,1,69.000
1480,Lẫu Bò Kampot,1,169.000
1480,Nước Ngọt.Suối,4,10.000
1480,Bò cuộn phô mai kim châm,1,89.000
1480,Mực Pattaya,1,69.000
1480,.Rau Thêm Lẫu,1,15.000
1481,Nước Ngọt.Suối,1,10.000
1481,Thịt Bò Thêm Lẩu,1,79.000
1481,Sài Gòn special,5,14.500
1481,Mực Rang Tiêu,1,69.000
1481,Lẫu Bò Kampot,1,169.000
1482,Mì Xào Giòn,1,89.000
1482,Beck's,3,14.000
1482,Gà Nia,1,159.000
1483,Bò Lúc Lắc Khoai Tây,1,89.000
1483,Nước Ngọt.Suối,2,10.000
1483,Cơm Rang Hãi Sãn,1,79.000
1484,Lẫu Thái,1,129.000
1484,Nước Ngọt.Suối,3,10.000
1484,Mực Pattaya,1,69.000
1485,Nước Ngọt.Suối,4,10.000
1485,Mì Hải Sãn,1,89.000
1485,Mực Pattaya,1,69.000
1485,Lẫu Thái,1,129.000
1486,Mực Pattaya,1,69.000
1486,Cà Nướng Mỡ Hành,1,29.000
1486,Gỏi Sứa,1,59.000
1487,Gỏi Sứa,1,59.000
1487,Sài Gòn special,8,14.500
1487,Bao Tử Cá Chiên Nước Mắm,1,49.000
1487,Mực Pattaya,1,69.000
1487,Lẫu Nướng Pallet,1,189.000
1488,Mì Hải Sãn,1,89.000
1488,Beck's,2,14.000
1488,Mực Pattaya,1,69.000
1489,Cơm Rang Tỏi,1,49.000
1489,Mực Pattaya,1,69.000
1489,Nước Ngọt.Suối,2,10.000
1489,Mực Chiên Giòn,1,69.000
1490,Sườn Nướng Pallet,1,99.000
1490,Mực Pattaya,1,69.000
1490,Tiger Nâu,6,14.000
1491,Nước Ngọt.Suối,1,10.000
1491,Mực Pattaya,1,69.000
1491,Tôm nướng muối ớt,1,69.000
1492,Bò Xào Củ Hành,2,89.000
1492,Beck's,5,14.000
1492,Tiger Bạc,1,15.500
1492,Tiger Nâu,1,14.000
1493,Tiger Nâu,6,14.000
1493,Nước Ngọt.Suối,2,10.000
1493,Sườn Nướng Pallet,1,99.000
1493,Gà Nia,1,159.000
1493,Bò Lúc Lắc Khoai Tây,1,89.000
1493,Mực Pattaya,1,69.000
1493,Bao Tử Cá Chiên Nước Mắm,1,49.000
1494,Lẫu Thái,1,129.000
1495,Rau Thêm Lẩu Nhỏ,1,10.000
1495,.Rau Thêm Lẫu,2,15.000
1495,.Mì thêm,1,5.000
1495,Tiger Bạc,13,15.500
1495,Nước Ngọt.Suối,1,10.000
1495,Lẫu Bò Kampot,1,169.000
1495,Chân Gà Chiên Nước Mắm shock,1,19.000
1495,Trứng Xào Dưa Cãi,1,49.000
1496,Cật Nướng Tiêu,1,69.000
1496,Chân Gà Chiên Nước Mắm shock,1,19.000
1496,Mực Pattaya,1,69.000
1496,Sai Gòn Đỏ,14,11.000
1497,Cá Trứng Chiên Dòn,1,49.000
1497,Nước Ngọt.Suối,2,10.000
1497,Cơm Rang Hãi Sãn,1,79.000
1497,Mực Pattaya,1,69.000
1498,Ếch Thêm Lẩu Ếch,1,99.000
1498,.Rau Thêm Lẫu,1,15.000
1498,Sài Gòn special,15,14.500
1498,Tiger Nâu,2,14.000
1498,Mực Pattaya,1,69.000
1498,Cơm Rang Hãi Sãn,1,79.000
1498,Lẩu Ếch Chanh Ớt,1,139.000
1498,Bao Tử Cá Chiên Giòn,1,49.000
1499,Nước Ngọt.Suối,3,10.000
1499,Cơm Rang Tỏi,1,49.000
1499,Mực Pattaya,1,69.000
1499,Chân Gà Chiên Nước Mắm shock,1,19.000
1499,Bánh Chè Nướng Chao,1,69.000
1500,Rau Luộc Thập Cẩm,1,39.000
1500,Mực 1 nắng nướng muối ớt,1,69.000
1500,Bò Lúc Lắc Khoai Tây,1,89.000
1500,Sai Gòn Đỏ,12,11.000
1500,Nước Ngọt.Suối,2,10.000
1500,Éch Chiên Nươc Mắm,1,79.000
1500,Chặng Dừng Nướng Sate,1,69.000
1501,Gỏi Sứa,1,59.000
1501,Lẫu Gà Chanh Ớt,1,139.000
1501,Bò Lúc Lắc Khoai Tây,1,89.000
1502,Mực 1 nắng nướng muối ớt,1,69.000
1502,Nước Ngọt.Suối,2,10.000
1502,Mì Hải Sãn,1,89.000
1503,Tôm cháy tỏi,1,69.000
1503,Nước Ngọt.Suối,3,10.000
1503,Heineken,4,18.000
1503,Kho Quẹt.,1,29.000
1503,Sườn Nướng Pallet,1,99.000
1503,Cơm Rang Hãi Sãn,2,79.000
1503,Rau Luộc Thập Cẩm,1,39.000
1503,Mực Pattaya,2,69.000
1504,Gà Nướng Lá Chúc (1 con),1,239.000
1505,Tiger Nâu,19,14.000
1505,Beck's,5,14.000
1505,Tủy Heo Chiên Xù,1,59.000
1505,Mực Pattaya,1,69.000
1505,Thuốc mèo (lớn),1,25.000
1505,Ếch Chiên Giòn,1,79.000
1506,Nước Ngọt.Suối,1,10.000
1506,Larue,1,10.500
1506,Dồi Trường Xào Kiệu,1,89.000
1506,Cà Nướng Mỡ Hành,1,29.000
1506,Cơm Rang Tỏi,1,49.000
1507,Nước Ngọt.Suối,2,10.000
1507,.Ốc Hấp Tiêu,2,39.000
1507,Gỏi Sứa,1,59.000
1507,Beck's,3,14.000
1507,Lẫu Thái,1,129.000
1507,Gà Giả Chồn,1,99.000
1507,Cơm Rang Hãi Sãn,1,79.000
1507,Mực Pattaya,2,69.000
1507,Lẫu Khô,1,139.000
1508,Mực Pattaya,2,69.000
1508,Gỏi Sứa,2,59.000
1508,Beck's,1,14.000
1508,Chặng Dừng Chiên Nước Mắm,2,69.000
1508,Tiger Bạc,22,15.500
1508,Lẫu Thái,1,129.000
1509,Cơm Rang Cá Mặn,1,59.000
1509,Bò cuộn phô mai kim châm,1,89.000
1509,Nước Ngọt.Suối,2,10.000
1509,Mực Hấp Gừng,1,69.000
1510,Gỏi Sứa,1,59.000
1510,Nước Ngọt.Suối,1,10.000
1510,Lẫu Gà Chanh Ớt,1,139.000
1511,Nước Ngọt.Suối,4,10.000
1511,Gỏi Sứa,1,59.000
1511,Mực Pattaya,1,69.000
1512,Nước Ngọt.Suối,1,10.000
1512,Gỏi Sứa,1,59.000
1512,Beck's,1,14.000
1512,.Ốc Hấp Thái,1,39.000
1512,Mực Pattaya,1,69.000
1513,Beck's,1,14.000
1513,Mực Nia Pallet,1,99.000
1513,Lẫu Thái,1,129.000
1513,Tôm Nướng Mọi,1,69.000
1513,Nước Ngọt.Suối,1,10.000
1514,Gà Nia,1,159.000
1514,Bò Ngậm Tỏi Nướng,1,89.000
1514,Mực Pattaya,1,69.000
1514,Éch Chiên Nươc Mắm,1,79.000
1514,Mực Nia Pallet,1,99.000
1514,Bánh Chè Nướng Chao,1,69.000
1514,Sườn Nướng Sữa,1,89.000
1514,Tiger Nâu,8,14.000
1514,Tiger Bạc,5,15.500
1514,Cơm Rang Hãi Sãn,1,79.000
1514,Bao Tử Cá Chiên Giòn,1,49.000
1514,Nước Ngọt.Suối,1,10.000
1515,Mực Pattaya,1,69.000
1515,Nước Ngọt.Suối,4,10.000
1515,Lẫu Khô,1,139.000
1515,Cơm Rang Hãi Sãn,1,79.000
1516,Nước Ngọt.Suối,2,10.000
1516,Mực Hấp Gừng,1,69.000
1516,Bò Cuốn Lá Chúc,1,89.000
1516,Mực Pattaya,1,69.000
1517,Cơm Rang Hãi Sãn,1,79.000
1517,Mực Pattaya,1,69.000
1517,Nước Ngọt.Suối,4,10.000
1517,Bò Lúc Lắc Khoai Tây,1,89.000
1517,Lẫu Bò Kampot,1,169.000
1517,.Mì thêm,1,5.000
1518,Sài Gòn special,2,14.500
1518,Rau Luộc Thập Cẩm,1,39.000
1518,Kho Quẹt.,1,29.000
1518,.Ốc Hấp Thái,1,39.000
1518,Mực Pattaya,1,69.000
1518,Beck's,2,14.000
1519,Mực Pattaya,1,69.000
1519,Lẫu Thái,1,129.000
1519,Nước Ngọt.Suối,3,10.000
1520,Nước Ngọt.Suối,2,10.000
1520,Cơm Rang Tỏi,1,49.000
1520,Gỏi Sứa,1,59.000
1520,.Tàu Hủ Sã Ớt,1,39.000
1520,Mực Hấp Gừng,1,69.000
1520,Khăn Lạnh,5,2.000
1520,Tôm nướng muối ớt,1,69.000
1520,Cá Trứng Chiên Dòn,1,49.000
1520,Sườn Nướng Sữa,1,89.000
1520,Tiger Nâu,20,14.000
1521,Bò Lúc Lắc Khoai Tây,1,89.000
1521,Nước Ngọt.Suối,3,10.000
1521,Mì Hải Sãn,1,89.000
1521,Sai Gòn Đỏ,12,11.000
1521,Lẫu Khô,1,139.000
1522,Nước Ngọt.Suối,4,10.000
1522,Mực Pattaya,1,69.000
1522,Gà Nướng Sa tế,1,139.000
1522,Mực Hấp Gừng,1,69.000
1522,Lẫu Thái,1,129.000
1522,Mì Hải Sãn,1,89.000
1523,Lẫu Thái,1,129.000
1524,.Ốc Hấp Tiêu,1,39.000
1524,Mực Pattaya,1,69.000
1524,Nước Ngọt.Suối,2,10.000
1525,Dồi Trường Xào Dưa Cãi,1,89.000
1525,Budweiser,10,20.000
1525,Mì Hải Sãn,1,89.000
1525,Gỏi Sứa,1,59.000
1525,Mực Pattaya,1,69.000
1526,Mực Pattaya,1,69.000
1527,Nước Ngọt.Suối,3,10.000
1527,Bò cuộn phô mai kim châm,1,89.000
1527,Mực Pattaya,1,69.000
1527,Chân Gà Nướng Muối Ớt,1,49.000
1528,Mực Pattaya,1,69.000
1528,Nước Ngọt.Suối,1,10.000
1529,Cơm Rang Tỏi,1,49.000
1529,Mực Pattaya,1,69.000
1529,Gỏi Sứa,1,59.000
1529,.Ốc Hấp Thái,1,39.000
1529,Nước Ngọt.Suối,3,10.000
1530,Chân Gà Chiên Nước Mắm shock,1,19.000
1530,Chặng Dừng Chiên Nước Mắm,1,69.000
1530,Tiger Nâu,3,14.000
1530,Salad Nga,1,39.000
1530,Mực Nướng Mọi,1,69.000
1531,Nước Ngọt.Suối,3,10.000
1531,Beck's,8,14.000
1531,Cơm Rang Hãi Sãn,1,79.000
1531,Bao Tử Cá Chiên Nước Mắm,1,49.000
1531,Lẫu Nướng Pallet,1,189.000
1531,Mực Pattaya,1,69.000
1532,Sài Gòn special,2,14.500
1532,Lẫu Khô,1,139.000
1532,Éch Chiên Nươc Mắm,1,79.000
1532,Mì Hải Sãn,1,89.000
1532,Beck's,4,14.000
1533,Óc Tủy Hấp Gừng,1,69.000
1533,Beck's,5,14.000
1533,Cơm Rang Hãi Sãn,1,79.000
1533,Bò cuộn phô mai kim châm,1,89.000
1533,Mực Pattaya,1,69.000
1534,Beck's,2,14.000
1534,Cơm Rang Cá Mặn,1,59.000
1534,Nước Ngọt.Suối,3,10.000
1534,Mực Pattaya,1,69.000
1534,Mực Nướng Mọi,1,69.000
1534,Gà Nia,1,159.000
1535,Tiger Nâu,2,14.000
1535,Mì Xào Bò,1,89.000
1535,Nước Ngọt.Suối,1,10.000
1535,Larue,8,10.500
1535,Cà Nướng Mỡ Hành,1,29.000
1535,Sườn Nướng Mè,1,89.000
1535,Mực Pattaya,1,69.000
1536,Ếch Xào Lăn,1,89.000
1536,Gà Hấp Cải Xanh,1,139.000
1536,Nước Ngọt.Suối,4,10.000
1536,Mực Pattaya,1,69.000
1536,Bánh Mì Nhỏ,2,3.000
1536,Mì Xào Giòn,1,89.000
1536,Óc Tủy Hấp Gừng,1,69.000
1537,Tiger Bạc,1,15.500
1537,Beck's,1,14.000
1537,Chân Gà Nướng Muối Ớt,1,49.000
1537,Cơm Rang Cá Mặn,1,59.000
1537,Ếch Chiên Bơ,1,79.000
1538,Mực Pattaya,1,69.000
1538,Bò Lúc Lắc Khoai Tây,1,89.000
1538,Tiger Nâu,18,14.000
1538,Ba Rọi Nướng Giềng,1,79.000
1539,Nước Ngọt.Suối,2,10.000
1539,Cơm Rang Cá Mặn,1,59.000
1539,Bao Tử Cá Chiên Nước Mắm,1,49.000
1539,Mực Chiên Giòn,1,69.000
1539,Óc Tủy Hấp Gừng,1,69.000
1540,Cá Trứng Chiên Dòn,1,49.000
1540,Lẫu Thái,1,129.000
1540,Nước Ngọt.Suối,3,10.000
1541,Mực Pattaya,1,69.000
1541,Cơm Rang Hãi Sãn,1,79.000
1541,.Ốc Hấp Tiêu,1,39.000
1541,Nước Ngọt.Suối,1,10.000
1542,Sài Gòn special,12,14.500
1542,Trái  Cây,1,19.000
1542,Beck's,1,14.000
1542,Gỏi Sứa,1,59.000
1542,.Ốc Hấp Tiêu,1,39.000
1542,Nước Ngọt.Suối,2,10.000
1543,Mực Pattaya,1,69.000
1543,Gỏi Sứa,1,59.000
